Invoice Number,Total Charged
47226396,26228.45
822938021,
103698761,10078.71
E50800345,5530.94
A47036077,14949.95
7218471,14450.13
E11897241,28834.61
428224296,33698.78
480809592,40110.08
56579736,42104.3
226164536,6147.3
R59015896,
J59829427,
Q32243422,59596.15
817955463,34289.71
O94045388,
254329613,40596.78
372079082,31235.86
999406635,21561.33
423539025,29608.93
C21256054,144270.35
787230949,62772.58
994888939,36965.54
194194885,15141.57
A27462866,56447.64
U99647127,
G81034478,42255.33
E60945222,23364.58
642292549,10791.64
Y96197941,65480.17
I68138586,27349.15
E06762689,16171.57
309033065,16056.75
Y85579324,17987.12
514878067,
823967425,31612.93
M85954832,18113.52
797456491,35594.83
558971929,58517.43
972477866,21283.62
N92543799,11668.64
316621984,21934.34
O61581503,
C01388351,29340.5
489355328,40113.27
B93605819,20412.5
T15780799,
M74704623,46346.97
M01500522,
123981025,
P58448239,35432.13
T75441545,23860.52
500438525,39846.09
A67445048,6469.9
J41080944,15182.52
K76771746,16992.58
319099141,21044.77
Z11354912,27423.32
H25831055,38416.58
858548752,9836.01
W95363088,16060.59
323813947,20832.03
635217673,24009.11
328984689,5851.38
819550326,
P44701647,57737.07
850505197,43.0
27307069,29955.19
C21241570,49457.65
832909973,14579.51
90325384,16142.31
865486871,41890.03
D92914869,20984.7
E03151602,
S78456455,
483809258,2096.74
890251515,25185.57
J14079957,12240.41
849620273,12018.53
750812451,22402.76
A08797682,18349.83
E91778015,14569.63
724389429,24538.65
817019455,35817.65
C50117463,39298.74
A46016725,43364.12
J49864064,47440.19
Q38827520,29157.3
M00865999,20851.55
X86301899,
U44453283,23059.43
E84344395,23975.88
292870464,40063.98
H67642003,
H79165356,28017.86
T06762948,24524.83
Q06369255,19615.4
565451148,
987600747,28192.02
939146466,
67085629,18023.08
A91245929,
T05096139,14795.28
F11848903,37231.06
501418185,16743.84
821167702,6325.71
M76986227,
Z71826762,55318.5
844487118,15608.17
G87806437,28494.14
I90074890,
677608637,19335.87
C23673672,75209.29
I25214385,
D65871540,124.61
375086239,19.0
E06749200,27232.53
G09572988,14463.69
Q76285628,6099.8
Q50671023,43040.26
923646283,24263.94
V74412023,
402673005,19793.55
T19899577,71218.39
859949004,70036.97
67765005,24550.32
312808695,11153.15
808092303,31121.23
T12954142,21295.6
X05228332,52410.81
A75375618,39715.56
250097987,46859.6
A24802979,
B57354338,27673.52
J81505654,17010.02
F21775259,17258.28
280001450,
595858793,109355.26
G38971214,21414.61
172762331,31035.91
634296566,11830.13
999283978,3398.03
292616354,19612.77
57226538,22664.54
D46156630,20338.82
403970215,
332900566,
26397800,21733.24
M70587279,19763.49
Q21410884,77411.49
87782002,58034.83
L65161347,47414.48
448214233,21174.22
I38271281,22312.65
225979441,11865.08
P24827252,16006.03
J89444630,581249.13
48311648,35043.27
179492177,40208.33
244672097,-6457.64
600361292,47265.29
464911112,17761.23
V58756242,9872.61
62318568,8316.31
Y29029914,59273.97
274445312,13245.48
818690507,23870.27
706564383,30561.26
A92948143,21438.05
170110671,98.0
260155921,28360.22
225289155,18113.75
B73801543,20994.73
832504142,20339.57
745351275,29378.3
681424978,6571.22
577554232,35467.85
653220613,
Q36005174,35232.68
781761850,
592167147,18762.9
863900709,
K62007086,15545.0
430835186,34661.92
R35372732,14550.75
413236526,16660.58
199854916,8986.74
W92583578,
D03138532,9546.65
790178853,70613.82
P54174974,
257281359,14790.63
W71472251,16698.43
J56247039,14347.41
755131443,20771.02
V27515750,17710.88
97419678,27444.09
99435319,37447.26
K99549880,26469.03
O44212715,
E13807153,
R66870604,48064.37
Z61545889,
603829492,77736.98
S97656547,
S16702817,
Y65609983,35785.57
460934397,41665.62
894566190,25750.34
833580355,
X95049575,42084.86
U41830984,19959.23
W69558855,16110.92
333907445,34684.58
619518391,15543.0
L37375917,
981852739,35387.96
U85086647,39745.66
O67599245,
R09539613,35810.39
G58363038,18089.32
W50844400,19190.05
291840800,17792.86
44470249,45232.33
J81924925,
S28460159,
Q68951270,2081.43
N95844381,35517.38
J47716510,32757.95
698631563,3.0
624804112,6509.21
44598886,23508.42
831615874,25404.77
O27634762,
U02396120,24818.19
D44063490,32810.36
B07706242,
526232042,46323.71
462282554,19245.97
70873354,21849.02
S36915212,12551.67
516832974,34808.18
T22339338,
S51753726,30078.74
I15077633,
X30994588,18039.36
132862794,16647.61
N01407491,10616.63
595769561,10909.76
563186485,29622.23
T12699305,
M85031182,8309.1
9158142,43238.38
E91339579,-51653904.0
581785787,63476.14
E09752043,26209.91
A56869287,29611.9
Z37519105,
400169028,
E95542869,57243.51
A78300315,
416240896,
622633797,
612507811,536244.24
161357882,56272.89
419690782,14809.9
W34406099,5603.88
404386208,37851.63
Y83178679,38675.98
825227450,19295.92
I83257512,
G30086597,
873089312,18950.97
M08339259,20218.7
M21589512,72504.97
T07745830,29085.29
940661885,18057.53
727792299,24464.37
O67948403,
969744534,17076.49
D81325903,6934.9
309363341,19118.11
611250061,22842.0
786506213,22121.69
836704930,4.0
108017661,16535.28
907634695,19656.41
679423740,20774.24
H70448300,33139.67
B79339143,64031.49
J61054365,19055.64
53613297,24654.94
647821365,61381.84
U11545220,16801.43
227224377,
744338632,75639.11
381256835,
U09497437,52989.54
B29091656,4792.79
I23485183,
520349691,30178.97
632706636,31939.49
406839826,
390269993,20974.54
L24684814,
Y39463877,19295.73
U80849210,84159.49
C13624591,11969.39
3236057,
594720,19036.46
509653443,22232.98
J65706829,69566.32
Q21389162,5184.43
81116292,36555.17
911068829,40066.28
727314024,22973.45
E58739317,17789.1
C62226411,13330.78
608787718,41248.1
J01967248,40988.13
10475380,13983.8
X43993624,
A17270214,11979.55
214704726,11701.09
817940600,27427.55
906331753,45339.86
972427062,
C08533748,29714.04
C87826254,11138.65
C46736514,3093.37
123675001,41554.36
234687056,20810.5
G56750221,30818.8
155968238,32239.43
108390191,26603.79
B57520441,22006.81
A10436320,55976.1
819170906,30369.97
N52274266,
H65515921,25337.02
273008103,16914.39
Z66987861,
E90994350,16200.6
B82106921,65350.76
G88313530,17453.22
671300850,53716.45
F93474386,20508.22
C96288530,12225.63
72546145,11985.63
978660610,27300.18
779130326,70005.63
745099541,
209820554,23190.12
275501494,48508.05
383580893,44902.77
596911407,17990.04
O30404236,
B65670871,18347.23
892424266,
H36547377,32374.98
868297959,
G91771553,20022.5
929833105,15110.86
400718582,31083.16
836775105,45986.85
125477148,3697.18
438221729,57787.08
993578025,27178.71
355976654,26037.39
800086693,29908.67
E47502306,
330924852,
T08494311,
959936832,
L10391573,21758.32
Y20219492,38785.52
341792512,
S41456941,
836421719,18265.7
719893326,
493009453,9036.51
853782104,8542.38
D64298303,54285.8
K39755965,1309.0
616705373,10993.89
Y62121967,81586.16
537845415,20723.52
Y83189423,8575.86
501832121,2164275.0
X08947858,
906530733,60707.05
C03976168,24334.46
931922691,20667.95
304766466,49779.11
481478747,24986.93
45773765,18762.07
860655077,3775.0
M81513099,44007.59
557922240,
X47803187,32192.31
N95932932,5281.06
W60573593,54230.79
K05587720,32935.79
E55268789,3843.65
569055557,36250.45
C30384204,47162.15
D25935651,22672.75
U45648049,6825.32
584982127,
F25365791,55112.53
796958288,9576.51
885595471,8693.35
774857108,-19980.88
833005559,
402480067,
433338901,
V46664076,24502.15
W49123640,
583753965,13161.35
T68870124,17413.91
430228799,26558.22
D65711416,61833.28
X65229657,13146.51
Y04328097,5942.66
886953491,36033.3
281822063,12540.52
C48400107,
P34223490,32342.69
465429187,23424.21
500533219,25766.96
L17540578,
C89984827,14383.11
Q43569160,
N68175845,14530.76
105756879,63326.19
V34028817,-18168.88
N52556437,18023.9
721140449,3946.38
G38754813,8064.0
V57459007,17443.83
21237076,
543255461,25978.56
512627123,47303.02
A12122202,43907.84
S09607049,7419.07
536509819,99119.04
787288175,66560.54
126714877,
506880471,55766.11
Y10560503,33186.61
Y69980783,21683.19
M75303598,
Z10713986,
194666495,8566.82
L13922798,
R25159687,
481850866,9663.3
808841701,34476.71
S00057502,40330.84
574323934,67986.84
X69382321,17331.2
686108038,12514.5
Z32136574,23159.02
S41711348,46309.69
607142533,
M98016919,
R59073648,
W89891523,38321.33
559637863,34280.6
R65687372,
821701785,20268.42
869456346,19547.56
L76577197,
954856153,54128.83
G94162941,16862.71
381817391,48351.33
636403352,22397.19
Q55579696,
S75741912,2415.54
W82092311,
L94005931,20222.5
D94124374,13048.52
W87021205,51272.32
191113248,3770804.0
C58241772,12160.08
G42001089,17257.06
969708155,21018.19
698587252,
369027831,21524.44
468794930,76606.77
J60735595,
Q31356135,47190.45
I78753282,
586086473,17456.56
161882715,13531.96
S52116716,3378469.0
273442975,
530840626,42432.45
N86055752,39196.8
I67731294,
974378313,1988.44
95860828,31332.73
831162953,19322.58
242345435,-59961.57
959240048,60626.65
102810802,
N41597115,56381.07
329950570,14811.18
426019049,
Y08439674,22586.74
B81050023,29679.08
U10560838,
T48437944,
874764647,3001.32
300367195,16744.13
957930170,25061.17
148970366,38740.83
372980277,
639386532,22376.27
V78871500,25444.62
711533121,12650.75
C04672222,63888.15
M72182342,
X01487842,1962.7
Z81171603,9167.93
732222505,22835.7
C87655779,23529.5
466324394,20934.19
874920639,11120.32
T66564817,15213.14
G33595548,43508.13
O29716775,
V11483470,15671.38
421579723,31882.26
A20793649,
115643665,22755.17
521202016,19044.05
530607805,26.0
335880236,21602.86
T35222735,14384.1
A61983624,-942.06
Y95908722,55141.18
I54398351,
N95011336,19439.02
T98909423,30994.46
504612536,34974.34
C98530837,19816.96
899953848,15790.14
561118967,17140.8
39031369,24602.81
429395157,54313.15
620061057,20269.45
41198352,27136.91
15071103,32259.51
U50744629,35211.78
J93963320,42279.26
916207762,38425.26
G01505482,24256.26
L41788951,32826.13
320199844,40173.25
A01782684,46305.06
Q49679783,23752.78
970964028,20011.68
Y83691502,30557.63
512437061,34553.95
D91574181,1035340.0
790782260,36995.17
T99560963,40749.22
300544252,
M22135970,
679918500,41299.38
593844967,58433.64
681324040,32445.06
745704367,29163.4
F77503464,30492.64
Y96550413,32713.83
545106135,28769.68
L42110733,
715270944,32944.37
G56060074,29438.85
325992375,12525.72
599630127,44363.77
764172223,34043.45
J39506804,26544.3
C98784964,14590.13
V53944800,6184.42
592454054,248.05
Z29627840,13462.02
F48158556,11002.58
U53650647,25582.56
759476948,19541.6
643204274,1233784.0
Z14428840,7596347.0
327952333,
147638233,38208.26
603221432,5577.95
I66624417,
W33484442,14419.93
B27396338,16748.58
F77222636,25995.97
104572274,6829.85
B26480707,11557.24
W87250723,10700.0
998625882,12875.71
V13975548,
313042249,13084.79
425819228,2959646.0
53675097,33994.0
G43455547,54375584.0
564185182,24291.89
U57880471,42207.56
A54115052,22445.71
X28127487,41859.95
D22045822,11779.15
X45172506,633.18
950249461,
958422950,19322.77
105002622,27216.52
A80828848,
A61007860,35679.21
440418273,44047.16
812986208,19202.37
326050784,5301.78
970392193,30637.84
922562321,
G09470573,66807.27
162757763,
4304659,7788.23
C96271839,27592.86
535720585,102751.49
385869215,21129.5
V34543637,21277.36
355115392,22608.42
A63130654,20523.8
431971717,64410.8
P07126804,
K78726156,38784.33
698159115,16861.46
446688697,11918.78
589782128,
J26607496,11875.87
C56077749,16358.0
P23817639,13508.39
B91422492,
907523490,44912.22
L49821065,14284.35
380129191,32136.28
899494475,8965.67
875016938,60684.61
O42135892,
H96251170,44349.37
727402451,3113471.0
916653079,22157.01
593519238,23601.5
V05922470,51175.81
439318944,2733942.0
M05566847,22606.03
R85394587,11573.02
873069796,4662.07
952390366,37532.56
F59834913,25214.9
L46402964,
200618665,13540.13
418227762,17693.84
25130495,11222.29
617519174,
Y51105713,
E68082535,23287.92
819578218,18306.2
P99408859,24982.72
W84366850,40666.42
468420957,20310.05
596330448,10716.31
125551296,23608.84
Z14985566,
524857251,
E40988518,9900.65
N63871979,52559.03
219350767,16819.8
287890570,
426362806,23088.77
B66553394,
S27650390,
X02803816,20378.76
X67267973,
211545401,7022.47
C76112130,
574097075,19809.62
E97360182,
868992194,33966.16
569078643,20636.05
R99817516,26137.9
S67688029,10816.36
R26954092,18296.65
337028921,19538.67
V73085855,3768893.0
340848712,34852.91
547765869,
628340798,38804.63
910434571,17898.39
M59805600,
933152428,29055.01
Q77978569,
S03383647,
119460362,10759.72
X83188187,18382.65
14757118,98579.78
73732431,35296.02
Q90529744,32105.13
Y07525743,22127.82
445216522,10758.63
275122888,6938.53
M11368298,23557.53
567662651,15265.54
11863278,58116.37
G42099507,41937.45
O21826350,
P87699953,19699.35
302232764,74265.9
518062273,26775.97
70841429,
E43862092,
E67851751,
S47512991,10371.0
S99714699,
U74561339,12841.47
749250914,8324.28
837049069,
H22443092,5696.09
Y52699776,521566.57
871754001,13614.39
352334153,38755.6
662471905,42803.34
829446664,16921.1
573758655,13853.59
930990770,29553.51
39915223,25552.81
S22711525,
B79701744,27492.91
H53211399,29133.83
S69844350,8240.88
O39879342,
C87276550,30753.15
B44058387,12310.09
584386543,34811.35
C06154538,11354.44
W61269588,40386.89
B43286823,25866.71
T62870726,
C57313862,
L33960524,12624.15
C69693909,31169.89
733198993,39974.59
965497665,14268.97
J43108715,4730.74
355485626,
478415059,
902102106,25575.12
I30462155,13686.81
537004924,26958.49
664989638,31917.02
I10875652,
891293109,13773.17
F63567542,46615.58
P66383993,6762.55
F71073055,
Z75527768,6950.57
A92537982,
667582999,
Y56474109,22904.0
383425709,28164.21
466159520,58276.58
303431685,14551.94
W17256038,23120.62
I85564509,
983460523,
569460599,26179.34
547001515,45022.62
F06005596,6256.38
Q58518277,22534.25
528450892,5108.1
S83823451,
L18653473,
B75982329,7412.32
L25185246,
S14793346,12931.7
P46700498,34999.68
E62681888,28241.32
T79085540,20258.94
N66354496,18750.49
Q49872421,41171.56
G08799201,30520.99
E31089707,
156547475,13075.74
943692678,18410.25
915805933,23464.22
N55470661,24460.79
608079706,3647.0
385413319,4611669.0
Z81269612,11932.69
K79696791,21059.75
247695446,21388.17
573911966,6644.77
92562242,
M44560531,12110.56
F58233266,10546.12
T18526775,29860.9
L77582949,18002.05
462089969,25653.72
R58677319,37897.76
153447443,15864.07
376378532,70217.32
B67496400,35418.39
280504125,33787.51
W55225780,36917.01
767046740,37982.06
116065291,
488205902,2137802.0
Z26518783,
Q22696057,22257.94
835662471,
250129404,21889.98
H55172561,35319.39
W33759513,15296.98
Y50621467,44040.92
H41397865,7249.36
886226666,
I40656375,
497196208,42692.22
A61245359,
X58470543,-20741.22
83752295,1039695.0
307177961,29076.05
V18815370,74.0
O02458822,
398129210,
359524810,-20018.86
11594723,58205.2
619588411,46436.95
626208905,19743.27
U33580793,11308.8
806450196,7520.57
226657553,25196.48
260583895,12059.93
226127886,20165.41
S81615648,11949.42
325473466,37011.6
897560213,74053.47
589255239,9814.52
952887320,34526.17
73040375,1717.0
G18077713,16065.98
I70360972,
83263268,18020.86
H80968166,41855.6
10814425,72462.36
415247625,55988.74
366151601,7347.58
449593675,2.0
423189401,19487.68
F04004868,11290.69
901275468,30889.41
B11790036,22.0
E35132611,17234.26
536792416,43058.31
Q55539435,20300.63
X26427069,29251.23
U89558347,28246.81
I91260920,
650303779,31440.79
619739579,78939.14
D49476815,9532.0
Z65418789,
605891755,18848.77
H06797237,-10134.74
515878603,13780.17
820768986,37698.65
751903318,38614.66
C38320960,
783512221,-8907.79
594232036,29781.1
244447537,49203.84
F33308996,24754.73
538594512,12104.33
675133150,29564.34
X35432809,101266.92
P10487809,60131.57
36019332,
R52264311,52280.61
B08075350,
F44219757,44057.21
Z82458843,
873298481,47110.99
B44156294,25772.13
J82815484,21379.83
529818851,23326.05
M36434223,
942444880,33400.92
477929126,9650.29
457402204,16550.09
N36272355,8763.84
F01531995,31467.27
532874226,46794.69
965327988,
I46374366,
741768388,17183.8
610378824,9996.36
W53239413,14922.86
770675321,
884540479,23004.68
U29298694,10991.97
V06008153,22336.63
317905253,30595.28
840728586,20116.39
O04799738,
C96019884,18999.28
Q36338375,18441.02
684720059,8968.23
W37812542,41893719.0
879637113,31468.91
A64088867,50072.94
H09016994,16552.46
O85741993,
T11972122,
Y36952488,8537.91
814562920,14921.07
801717353,12978.24
527205998,15024.19
N99080008,
642035818,59135.21
994618210,21208.85
K40254810,20117.91
A74686767,41935.73
329224942,
N54974432,54737.4
346454220,44898.27
B40770586,38403.11
487390056,33781.95
M72534529,12312.49
87138413,20690.5
Q31996496,29439.9
K74130830,50671.41
J65223853,33922.54
R00206749,
W61188544,60085.05
950191486,17435.56
O53210381,18814.87
374334788,65467.31
68800223,21465.47
200961165,14616.33
625723605,11574.26
O25278656,
M73046897,34162.91
202206606,-3019.33
712858863,50515.59
K39086336,10813.69
904739846,9317.52
W29841930,
807547184,1404398.0
D14576909,10975.77
410892082,55542.6
E51482177,44716.88
748862004,37393.42
S51603989,15942.79
Y95827937,
R81314054,44325.81
888345330,33093.71
279487800,11126.85
R99129371,
299346001,-2916.83
P05133277,14943.88
346471863,31841.7
421157304,51473.49
F67965216,59219.74
R38247420,13720.53
379664636,45029.07
R53152770,-5165.45
352093982,70864.36
K91315112,
P93900735,21525.77
P16295024,
J26465720,27607.65
112833559,
312506857,60579.96
N39152884,5834.31
526107698,
218135595,17749.0
U97200492,32063.78
L11375152,36999.24
640783385,
W72861807,28837.07
89595926,29836.17
167653572,4855.95
935312626,17631.15
O62736486,
I19223728,17059.39
D41930762,6763.11
J11081438,28789.89
F10809281,
U30818218,39703.59
U89918007,33351.54
565811156,35457.09
P13542071,46005.28
225171059,54476.94
137877881,19914.63
759276605,10432.74
285144059,11453.36
S27328091,32878.56
220354534,11592.38
K38154555,54879.33
69273192,59571.4
989062713,23963.49
B26521546,16450.84
G98553353,9527.21
N31586452,25067.83
M08350513,
921980807,3289.81
D65722642,11635.04
X05277361,27191.1
848520578,38284.76
656933158,22147.59
A41664957,28351.07
129399238,-55866.46
589258602,
F57047957,28864.43
655834052,14047.19
396953742,32577.56
F27051059,
K00182692,23598.37
965567527,12227.0
V07166239,4659.82
702778160,
22778565,12865.67
S50409601,
951288529,23488.24
U99721037,13602.83
290349954,19125.33
746406985,14517.84
C68433440,24352.37
C70499903,
116906200,15663.32
319664163,26795.82
212568415,9200.1
450060650,
E15690796,18129.67
E56692168,11252.95
I76933297,
274935161,9281.45
947779057,26388.43
850655136,4215884.0
835007915,
W51258449,34131.01
73409823,
843571630,16834.7
L23076305,139781.85
764570500,21290.12
N84094819,12607.53
G06355493,13681.42
Q94885306,49353.76
K51536071,
564788321,19897.54
38185224,22483.25
941594351,
J38264790,10776.53
569689045,-5248.71
J76634652,23114.12
U25885225,51129.55
O21032208,
T65430110,32117.64
N38810174,
C66400507,33222.55
E36199067,
492668626,21870.05
Z30325051,7256.71
B97451902,17120.83
X26050636,30123.02
N97877472,19463.68
N07832701,26121.37
V62568396,25753.96
2359074,21.0
G55459707,
240187594,36386.53
Z86032895,
625491180,47759.3
P66644584,22474.97
756948943,26961.59
806148830,15413.84
362497441,15953.62
970488384,17160.94
42873052,21529.51
853926858,
N36939805,18476.21
I47727684,
821267621,44076.71
134390787,16472.68
K34414465,
330075998,53740.87
V15650260,6757.07
18835955,38.0
B57858042,22043.13
L57640749,59788.3
M92855624,43486.57
99956266,5673.44
L88295781,26503.11
289089776,3425.6
981238953,24098.76
A74403617,10576.43
176353725,-1808448.0
F94293636,39110.17
K75767432,12670.13
656031704,7130.56
I86940795,8381.07
X99637278,-1644.01
797037429,36699.93
Z82231193,10108.45
54240472,31746.03
608874159,19853.48
A95340550,
V40080147,31875.64
H89424185,38.0
962277042,12629.87
Y82145058,36690.36
539629714,53858.27
O86658984,
D00447205,14848.96
212923558,24517.15
712934068,17960.1
I03046763,
N01963547,42125.83
745038416,14910.58
K99370937,14653.56
T36889313,18698.82
X37515611,50581.65
756974876,44107.35
623932464,7526.75
887762881,38940.78
85798127,15934.45
244980528,1856.51
769089986,22422.79
L08988590,26609.3
569588912,21863.88
Y93887130,34095.83
P64901557,336.93
L47142843,3971.79
111453066,39211.26
299625981,36847.29
L45573152,30163.57
528400781,8274.41
299879019,17578.7
U84406187,58212.6
665030552,19755.84
478506231,42322.68
L56866570,15547.91
U04964377,441.0
D94033751,
K24263417,33860.58
B47218891,34611.77
395876589,34.0
H79614453,24788.36
848252784,15810.27
203873071,1909.58
999847540,22451.42
70831689,-8404.2
821651405,32913.76
995327568,64754.5
O14083574,18634.41
696491836,28322.28
527478638,21500.38
244500990,25897.28
K52062911,29745.82
X63525669,26723.38
P33640420,15517.82
G77184054,18885.51
373188638,33957.38
W71597094,5876.07
965203516,
M43528623,26281.48
G80628549,38080.15
676975466,70312.01
T46825521,22300.21
423531029,
462848433,35458.87
355212809,
B95410721,46679.42
W29210541,29263.87
B41327353,19104.11
W18493415,8864.75
V10526540,
Y73493884,26439.47
302669199,
K96452035,22911.34
G32209474,
Q36679761,
Q25907086,49.0
L10196694,44793.2
634769853,
239809920,5792.97
W38437756,16578.04
632384380,51449.1
F94045671,14753.25
C45673228,22757.14
730011349,14661.23
R72423208,11856.4
M04566961,
F20269728,49534.35
V09017880,12509.19
U86067705,22651.83
Z68278416,36871.58
M23319820,33577.99
I97256415,26029.95
Q05981296,25023.03
Z71656068,
251359613,37656.15
758775114,5698.68
594175586,34958.66
713261208,50909.91
D88874666,49621.17
M07882653,43924.56
B85096428,30710.18
423961580,2730464.0
519282976,16087.32
W41110331,19084.36
P58439661,44188.84
795610438,
941885214,52543.88
R02258341,51994.46
187652901,44196.25
H80903256,20910.86
627450315,37295.55
690072719,34427.19
496668777,12653.97
441457900,14813.9
932457615,23606.21
171568145,30073.01
T61563197,
R25758223,16579.11
C53024630,19994.99
32996215,13955.2
505367083,49952.6
456109922,13375.13
N21144519,14009.92
651344781,28358.88
U37132768,1.0
F88998462,4461.29
275737634,48412.47
N60923893,67680.26
M50895707,10830.92
B01044531,
W90819730,
G90782075,27033.82
Z97075465,28372.96
C02730027,31281.91
428435014,68323.01
674133664,
A89402589,8378.4
608556104,14835.05
377016940,39999.59
F45774293,47113.19
550724561,27318.59
270224933,10982.46
843193075,10662.44
I07401780,
H99644314,
O63662661,
J43558779,25341.58
103864180,31088.51
533070782,54863.84
918996873,56606.64
D31277977,27048.9
953995945,19144.76
E97847263,
685426594,31027.17
S00760151,15334.53
I36108689,
450835828,9604.07
477232296,25237.82
C71591235,27378.92
71487193,39569.47
541901268,25756.22
D65746807,39399.06
216658730,40703.12
376841865,29240.01
917688149,1284.0
K79103855,16363.24
O75338663,
L12798215,
617887441,20887.51
342743040,23342.03
F96690556,22555.66
O53873933,10745.0
422117782,22718.12
O97055184,
973079945,36140.89
I02890313,
549638767,15981.67
431621321,
978221149,
G75681281,52886.66
D16500002,61342.42
210764271,-14039.27
204571295,14814.24
898482312,15901.19
594484715,34093.02
689232895,54772.55
681550704,
286373155,26476.16
340230438,26332.22
456000374,
718088576,10824.33
E72602633,10636.01
Y90616181,21490.67
E88564530,40423.23
923333508,20173.26
153436565,31464.54
C77307648,-5404.03
574419090,10303.54
N08460281,10401.38
D93214735,18717.57
T54831579,14861.25
390913718,29481.73
908660613,56695.26
H94444445,44628.63
444134765,7793.47
X79235249,95396.91
897806108,3.0
217779205,9324.88
734515272,278.0
Z38365744,3046.11
V23294002,21303.65
100731369,14705.34
967001607,37960.74
M99554550,22749.64
D51350402,18887.85
F38427903,16641.59
T12789865,20505.1
26704688,16370.99
T71519757,
T52471179,14682.21
P82238417,
Z28047328,20316.86
H81321427,12525.59
J38251422,10109.83
553220068,
A94728504,33403.06
A58860771,27204.16
584972210,40716.26
951932356,108560.39
V84062427,16281.9
Q52704059,
Q97798762,16634.91
W05875249,41963.34
139537191,18641.91
L98132203,70474.48
L40586166,51919.98
264130843,54278.51
271640036,16026.57
Q11534781,18450.49
888482378,28294.65
821360711,29938.8
Q16642775,
920823191,6466.08
E74240708,8354.49
503915043,20306.36
364910238,17099.38
551121307,26746.4
R05179598,39143.87
850826729,64458.49
949155858,19301.92
K92288140,25857.62
G39146800,40393.69
443247700,32515.32
I95957035,
533626756,45710.36
926690776,26890.01
M62490206,18621.61
666324597,6960.64
66591429,10380.78
458471927,33499.68
191216920,20582.6
974419483,31394.84
49287514,43237.7
N94163843,31218.81
602827398,
733163913,3969087.0
438489892,19987.19
513301009,1.0
2622202,34533.08
M94193300,15180.86
420529338,26196.99
541534353,23683.37
U62352040,41424.58
R72955232,34153.43
M33188819,17984.65
40265682,15168.64
26631417,9096.36
862431208,
W69207700,14766.84
809517852,27492.74
112305922,
J96208308,49343.8
445702799,14852.16
G41003480,20097.52
V76969405,21853.55
S93697085,
866443484,76816.96
704717604,
N51363324,19315.66
F74238919,16400.62
302872675,41582.86
F93161225,
Z33590756,
U84488789,
O57405511,
809080215,19670.02
783109196,41.0
O48196572,
81760609,14496.31
J07136717,18228.49
W25693808,28382.37
J07722948,-53963.78
C12025494,16777.0
539585023,19376.55
Q77206041,43880.46
R84368580,41983.46
T20500556,43577.7
F51054280,4457.88
P16955432,16579.3
W55038522,28900.64
120449167,2124445.0
158870729,12001.93
776380897,34704.31
893616400,
165152619,494.0
518339026,18437.97
950852432,56552.65
X76444564,33261.3
572642603,
240882513,32112.85
H21297268,5725.81
807280324,21540.17
E31007485,30396.89
314170962,47178.99
432200820,28517.15
E65981068,13852.82
S05811681,
V86616802,
264063342,16409.15
A70699118,
31605763,23785.57
864921233,18144.31
H38204453,20224.71
502509696,51638.45
405959601,17670.65
494691901,17465.54
744010706,24270.81
A00590135,18004.59
U62946213,
W79743573,30855.43
J25891795,21.0
584625703,47248.52
D86771142,8.0
V28983895,10689.21
F41935668,21438.88
C74733326,21626.57
789066612,14079.7
M31745692,28764.47
G23864511,19912.12
285249186,31369.22
C90081015,85962.44
804445307,32954.3
T65608183,9128.33
F89356385,22399.62
I07638255,
T40089584,35184.06
C04412943,49121.33
N56019022,39631.32
Z59958014,
218568413,34845.0
406969816,20971.13
162321629,49753.08
O76967975,
S68412557,
T13983549,36060.18
A26040217,47785.86
U62929097,61401.68
V11688586,
Q32033778,
C85747588,24072.61
205815,12108.57
459794008,18033.42
817472755,20131.98
S48124771,
775556716,61502.76
65816863,3237.13
188203321,15029.0
E65708180,21231.7
R02610197,
133770327,23601.28
930597505,34636.8
X15054871,22142.99
608402223,28354.96
256867209,10609.33
224282633,
V62387327,
81323476,18977.87
R15965167,24108.5
G12631178,7570.3
T67258209,11773.95
248266849,61906.01
919420457,
Z93385273,24465.7
W60171706,31123.27
417208857,-645.82
158887227,28789.91
E76140762,16994.34
J99759749,56943.79
V87872639,53753.11
884043949,6304.89
F76017451,3846.8
928555245,30401.22
F80361104,
787072093,27432.82
6984735,34722.64
881545702,45161.09
939047561,22277.76
P88840790,70134.46
593188037,21598.36
731704151,33773.6
409698481,-9587.48
I74549842,37725.87
715308476,24674.97
453571658,57780.31
407224498,26148.17
S95101908,22403.71
T06391413,5082.6
K36163667,20655.24
230954591,1923.23
851095001,21912.38
L01498483,
K59697081,24050.75
Q97264300,16926.75
540325349,25493.16
L61732006,20040.85
M95132294,19128.32
139326713,31667.43
392085089,10553.65
V75057364,
C44964690,17580.1
N70960296,25173.14
D15485400,30584.71
350429984,24179.76
630796048,33223.53
289738111,14421.15
B03302585,21228.84
694526825,19905.59
Z29241557,
592884001,64085.4
Z02513537,
W97862386,26241.12
B20099359,73359.97
W64379966,42492.23
H62239874,2983809.0
Q80092145,31635.29
S55098115,
260680977,71568.29
X46654899,39468.83
G27995915,25064.86
344054731,36314.25
321370693,26964.2
P01231817,60440.21
609991437,
545988142,84507.0
C23223896,17854.87
Q18046032,10652.22
305274497,13838.39
821539325,
509702011,38107.33
770231874,
T52942149,
598417284,280.89
G49368910,14143.16
N71649205,52132.68
189139192,
X23657485,27291.61
